"n"
"Juncaceae" 34
"Juncaginaceae" 5
"Jungermanniaceae" 30
"Kalotermitidae" 1
"Kareniaceae" 18
"Kermesidae" 1
"Kerriidae" 1
"Kirschsteiniotheliaceae" 1
"Krameriaceae" 14
"Labilitrichaceae" 1
"Labridae" 1
"Lachnaceae" 21
"Lachnidae" 2
"Lachnospiraceae" 3
"Lactobacillaceae" 27
"Laemophloeidae" 1
"Laganidae" 1
"Lagynidae" 4
"Lamiaceae" 3548
"Laminariaceae" 26
"Lampyridae" 2
"Lanariaceae" 1
"Lardizabalaceae" 43
"Lasiosphaeriaceae" 28
"Latiidae" 1
"Latrunculiidae" 32
"Lauraceae" 729
"Lecanoraceae" 31
"Lecideaceae" 2
"Lecithoceridae" 1
"Lecythidaceae" 37
"Leeaceae" 3
"Legionellaceae" 2
"Leiobunidae" 1
"Leiothrichidae" 8
"Lejeuneaceae" 27
"Lembophyllaceae" 3
"Lentibulariaceae" 6
"Leotiaceae" 2
"Lepicoleaceae" 2
"Lepidobotryaceae" 4
"Lepidolaenaceae" 9
"Lepidoziaceae" 35
"Leptastacidae" 7
"Leptomitaceae" 2
"Leptosphaeriaceae" 56
"Leptostomataceae" 1
"Leskeaceae" 1
"Lessoniaceae" 40
"Leucascidae" 1
"Leucettidae" 26
"Leucobryaceae" 3
"Leuconostocaceae" 3
"Leucosoleniidae" 3
"Leucosporidiaceae" 1
"Lichinaceae" 1
"Lichtheimiaceae" 3
"Ligiidae" 2
"Liliaceae" 207
"Limapontiidae" 3
"Limnanthaceae" 11
"Limulidae" 3
"Linaceae" 76
"Linderniaceae" 9
"Lindgomycetaceae" 2
"Lindsaeaceae" 3
"Lineidae" 2
"Lipomycetaceae" 1
"Lithodidae" 2
"Littorinidae" 1
"Loasaceae" 15
"Lobariaceae" 27
"Loganiaceae" 180
"Lonchodidae" 1
"Lophiostomataceae" 2
"Lophocoleaceae" 26
"Loranthaceae" 33
"Loveniidae" 2
"Loxsomataceae" 1
"Lubomirskiidae" 1
"Lucinidae" 1
"Luidiidae" 14
"Lulworthiaceae" 1
"Lumbricidae" 3
"Lunulariaceae" 1
"Lycaenidae" 3
"Lycopodiaceae" 175
"Lygaeidae" 1
"Lygodiaceae" 12
"Lymantriidae" 6
"Lymnaeidae" 2
"Lyophyllaceae" 21
"Lythraceae" 140
"Mactridae" 7
"Magnaporthaceae" 25
"Magnoliaceae" 226
"Makinoaceae" 3
"Malacanthidae" 1
"Malasseziaceae" 7
"Mallomonadaceae" 1
"Malpighiaceae" 44
"Malvaceae" 492
"Mamiellaceae" 4
"Mangeliidae" 3
"Mantellidae" 3
"Marantaceae" 2
"Marasmiaceae" 22
"Marattiaceae" 5
"Marcgraviaceae" 1
"Marchantiaceae" 42
"Margarodidae" 1
"Marginellidae" 12
"Mariametridae" 1
"Marsileaceae" 3
"Martyniaceae" 3
"Massariaceae" 1
"Massarinaceae" 18
"Mastigiidae" 1
"Mastigophoraceae" 9
"Mayacaceae" 2
"Megasporaceae" 1
"Melanconidaceae" 4
"Melanommataceae" 4
"Melanopsaceae" 21
"Melanthiaceae" 165
"Melastomataceae" 64
"Meliaceae" 903
"Meliolaceae" 12
"Melithaeidae" 1
"Mellitidae" 1
"Meloidae" 4
"Membraniporidae" 3
"Menispermaceae" 491
"Menyanthaceae" 13
"Mephitidae" 1
"Meripilaceae" 15
"Meruliaceae" 47
"Merulinidae" 3
"Meteoriaceae" 1
"Methanobacteriaceae" 5
"Methanococcaceae" 1
"Methanomicrobiaceae" 1
"Methanosarcinaceae" 2
"Methylobacteriaceae" 7
"Methylococcaceae" 7
"Methylocystaceae" 2
"Methylophilaceae" 1
"Metridiidae" 2
"Metschnikowiaceae" 1
"Metteniusaceae" 5
"Metzgeriaceae" 7
"Microascaceae" 43
"Microbacteriaceae" 16
"Microbotryaceae" 1
"Microcionidae" 25
"Micrococcaceae" 33
"Microcotylidae" 3
"Micromonosporaceae" 304
"Microteaceae" 2
"Mithracidae" 1
"Mithrodiidae" 1
"Mniaceae" 12
"Moerckiaceae" 1
"Molluginaceae" 23
"Monacanthidae" 62
"Monascaceae" 72
"Monimiaceae" 21
"Monocleaceae" 2
"Monostromataceae" 2
"Montagnulaceae" 52
"Montiaceae" 2
"Mopaliidae" 2
"Moraceae" 601
"Moraxellaceae" 17
"Morchellaceae" 9
"Morganellaceae" 55
"Moringaceae" 26
"Morosphaeriaceae" 3
"Mortierellaceae" 18
"Moschidae" 4
"Mrakiaceae" 8
"Mucoraceae" 14
"Mugilidae" 4
"Muntingiaceae" 7
"Muraenidae" 38
"Muricidae" 11
"Muridae" 49
"Musaceae" 31
"Muscidae" 2
"Mycalidae" 37
"Mycenaceae" 49
"Mycobacteriaceae" 50
"Mycoplasmataceae" 2
"Mycosphaerellaceae" 94
"Mycotyphaceae" 1
"Myeloconidaceae" 1
"Myidae" 1
"Myliaceae" 10
"Myobatrachidae" 8
"Myocastoridae" 1
"Myodocarpaceae" 1
"Myriaporidae" 2
"Myricaceae" 94
"Myriopathidae" 2
"Myristicaceae" 183
"Myrmeleontidae" 1
"Myrothamnaceae" 3
"Myrsinaceae" 2
"Myrtaceae" 533
"Mystropetalaceae" 1
"Mytilidae" 31
"Myxillidae" 4
"Myxococcaceae" 62
"Myxotrichaceae" 43
"Namaceae" 15
"Nannocystaceae" 12
"Nanodeaceae" 1
"Nartheciaceae" 10
"Nassariidae" 3
"Naticidae" 2
"Neckeraceae" 2
"Nectriaceae" 487
"Nelumbonaceae" 36
"Neopeltidae" 6
"Neotrichocoleaceae" 3
"Nepenthaceae" 6
"Nephilidae" 9
"Nephrolepidaceae" 5
"Nephromataceae" 12
"Nephtheidae" 90
"Nereididae" 10
"Neritidae" 3
"Niaceae" 3
"Nidaliidae" 1
"Niessliaceae" 4
"Niphatidae" 54
"Nitrariaceae" 89
"Nitrosomonadaceae" 1
"Nocardiaceae" 127
"Nocardioidaceae" 10
"Nocardiopsaceae" 84
"Noctilucaceae" 1
"Noctuidae" 13
"Noelaerhabdaceae" 2
"Nostocaceae" 2
"Notheiaceae" 4
"Nothofagaceae" 7
"Notodontidae" 1
"Nototheniidae" 1
"Nyctaginaceae" 37
"Nymphaeaceae" 42
"Nymphalidae" 15
"Nyssaceae" 27
"Oceaniidae" 1
"Oceanospirillaceae" 2
"Ochnaceae" 65
"Ochrolechiaceae" 3
"Octopodidae" 2
"Oculinidae" 1
"Odontasteridae" 1
"Odontopygidae" 1
"Oenonidae" 2
"Olacaceae" 9
"Oleaceae" 400
"Oleandraceae" 4
"Ommastrephidae" 2
"Omphalotaceae" 83
"Onagraceae" 60
"Onchidiidae" 6
"Onchidorididae" 3
"Onocleaceae" 13
"Onychiuridae" 1
"Onygenaceae" 34
"Oocystaceae" 1
"Ophidiasteridae" 22
"Ophioceraceae" 4
"Ophiocomidae" 4
"Ophiocordycipitaceae" 89
"Ophiodermatidae" 3
"Ophioglossaceae" 6
"Ophiolepididae" 1
"Ophioparmaceae" 6
"Ophiostomataceae" 18
"Ophiuridae" 1
"Orbiliaceae" 6
"Orchidaceae" 594
"Oreasteridae" 14
"Orobanchaceae" 205
"Orthostichellaceae" 1
"Orthotrichaceae" 1
"Oscarellidae" 2
"Osmeridae" 1
"Osmundaceae" 9
"Ostraciidae" 1
"Ostreidae" 9
"Oxalidaceae" 21
"Oxalobacteraceae" 8
"Oxynoidae" 1
"Pachastrellidae" 5
"Pachybolidae" 1
"Paenibacillaceae" 48
"Paeoniaceae" 106
"Palaemonidae" 1
"Palinuridae" 1
"Pallaviciniaceae" 5
"Palmariaceae" 5
"Panagrolaimidae" 2
"Pandaceae" 2
"Pandalidae" 3
"Pandanaceae" 24
"Pannariaceae" 14
"Papaveraceae" 778
"Papilionidae" 10
"Paracryphiaceae" 1
"Paragorgiidae" 1
"Paralichthyidae" 6
"Paramphistomidae" 1
"Paraonidae" 1
"Parasphaerascleridae" 3
